,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTRP,CTSH,CTXS,DLTR,EA,EBAY,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KHC,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,PYPL,QCOM,REGN,ROST,SBUX,SIRI,SNPS,SWKS,SYMC,TMUS,TSLA,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDAY,WDC,WLTW,WYNN,XEL,XLNX
10,40.9664,136.6057,128.25,78.0865,98.6256,85.44,114.02,118.83,37.8116,13.7,155.7106,846.82,130.6249,48.7487,209.038,168.93,275.23,1772.0,88.23,31.68,124.86,59.29,103.71,323.14,35.6992,156.191,31.8754,44.9194,122.3665,49.29,57.5589,83.02,76.13,89.02,33.3055,125.3389,47.2664,140.32,57.745,30.7569,31.4032,64.0619,819.51,838.51,94.1717,85.63,153.96,172.29,139.89,33.599,116.1868,255.7731,88.9366,31.38,84.5143,90.9494,35.5,34.88,124.0295,64.11,90.9213,70.3512,41.7181,211.0783,46.9,62.7062,28.76,42.4801,41.71,144.06,39.3967,284.0932,107.5546,102.622,269.8,57.0566,64.3056,105.1645,43.08,52.3258,383.68,64.1781,54.8749,5.0243,71.36,94.4062,29.7348,64.22,270.22,58.57,76.4584,68.37,280.14,79.68,86.97,90.8,79.8885,82.92,74.1714,126.0741,110.5298,42.3374,55.9958
11,41.8105,139.4371,128.69,78.8539,98.9802,85.47,113.9,118.53,37.7727,13.69,155.5217,856.0,131.6978,49.5048,210.8512,169.79,274.11,1788.45,89.1,31.38,124.43,59.26,103.79,324.08,35.68,156.7738,31.9036,46.0179,123.4228,49.53,57.8824,83.4373,76.55,89.74,33.4051,126.5453,48.0599,141.76,57.895,31.3179,31.9348,63.6823,820.92,840.63,94.5045,85.545,153.81,170.81,139.48,33.7984,115.7454,254.8231,90.6947,31.46,84.6625,90.807,35.13,34.63,123.9809,63.68,92.2094,71.0082,41.881,211.0185,46.99,62.8892,28.69,42.3199,41.72,145.17,39.6375,284.1914,106.9982,102.5822,269.71,56.7662,64.8859,105.7476,43.15,52.9908,382.55,64.6005,54.99,5.0342,71.96,95.125,29.6275,64.23,277.45,58.81,76.5344,70.74,282.86,80.06,86.87,89.67,80.0606,83.73,76.05,127.9261,111.0408,42.4887,55.7745
12,41.1823,139.7474,129.58,78.5757,97.8781,86.4,114.23,120.72,37.8214,13.71,153.9638,874.32,130.8316,49.8828,211.1947,170.66,268.53,1785.05,89.58,31.52,124.09,59.14,103.42,325.94,35.805,157.3942,31.641,45.9596,123.6575,49.69,57.9216,83.0399,78.51,89.78,33.5247,127.1631,48.381,142.65,57.955,31.0128,31.61,63.8341,831.41,849.87,94.7422,85.445,154.72,172.66,139.28,33.7699,115.6277,255.2264,89.5357,31.58,84.7366,90.6171,35.14,34.455,124.1071,66.3,92.307,71.1821,42.1121,215.9404,47.23,63.0626,28.5,42.1786,40.35,146.47,40.0613,278.2689,106.6504,103.0197,274.78,55.3418,65.4275,105.7288,43.24,52.9723,394.14,64.8853,55.1722,5.0637,72.25,94.4451,30.0862,64.74,277.38,58.79,76.4204,69.85,283.43,80.45,87.18,108.01,80.0893,84.58,77.3135,127.488,111.3396,42.0537,55.8227
13,41.7516,139.5632,129.61,78.8539,97.9164,86.32,113.96,122.08,37.8408,14.05,155.2101,876.34,130.556,49.9326,209.9828,172.36,269.06,1789.2,89.12,31.35,124.34,59.17,103.12,328.12,36.084,157.8267,31.641,46.0179,124.1856,49.69,58.0785,83.5565,79.44,90.26,33.5745,126.967,48.4755,142.41,57.965,31.1703,31.8561,64.0904,831.5,849.48,94.6756,85.415,154.52,173.16,137.77,33.9408,113.4109,255.4197,90.2626,31.56,84.3754,90.7975,35.7,35.08,124.9029,50.76,92.3558,71.3753,41.6597,212.2165,46.26,63.2938,28.97,42.3199,39.59,148.06,40.3599,277.3162,108.6972,103.1489,272.41,55.4074,65.4178,105.4937,43.54,52.8245,386.18,65.4255,55.7667,5.1327,72.21,95.329,29.9105,65.13,277.92,58.9,76.9426,70.78,285.51,80.79,87.19,107.29,79.6495,83.7,79.5553,127.7022,110.1924,41.9024,55.688
14,41.516,139.3014,130.13,78.6141,98.1272,86.47,114.71,121.24,37.8506,14.55,154.9174,886.54,130.7233,49.6043,208.9521,172.52,273.42,1779.97,87.78,31.4,124.43,58.85,102.66,327.32,36.161,157.6387,31.6973,45.2499,123.7553,49.15,58.353,82.8412,78.46,89.52,33.445,123.7403,48.6455,142.05,57.655,31.2785,31.8856,64.4605,829.56,847.8,94.9038,84.985,154.61,170.64,133.67,34.2446,113.7738,255.4897,90.1054,31.11,84.1068,90.2564,35.87,35.04,124.5729,51.87,91.9069,71.2787,41.4672,211.1282,46.17,63.4383,28.9,42.3576,38.99,147.81,40.3118,278.9368,108.2302,102.9004,269.84,55.1919,64.9923,105.1928,43.02,52.9538,387.51,64.6987,55.9872,5.0736,72.13,95.1736,29.9398,64.59,278.3,59.27,76.4869,70.64,285.23,81.14,87.11,109.35,79.401,83.28,78.3964,127.4296,110.4912,42.0348,55.6976
15,41.6633,139.3402,129.59,77.933,97.0539,85.39,116.36,119.29,37.8408,14.64,154.7475,891.51,130.113,49.276,208.7994,175.0,272.69,1773.99,86.62,31.15,124.05,59.0,103.21,328.27,36.2841,156.708,31.491,45.2985,122.0047,49.52,57.1079,82.8909,77.72,89.11,33.6342,123.7109,48.4849,142.28,57.82,31.0718,31.6493,63.6823,838.55,856.75,94.6851,84.525,155.28,170.75,138.52,34.33,113.9504,254.9031,88.7696,31.92,84.3384,91.1108,34.75,34.12,124.6312,50.92,90.5114,70.728,41.4383,219.5945,45.76,63.1397,28.64,41.9242,39.01,146.92,40.1191,280.135,107.6838,103.6659,258.69,54.7609,64.6441,105.1928,42.63,52.1781,383.19,64.021,56.0351,5.0243,72.2,94.921,29.5104,63.55,298.52,58.74,76.297,71.35,282.03,79.84,87.63,107.45,79.3054,82.32,78.0259,126.4949,112.1591,41.9875,55.0145
16,40.142,140.3777,130.04,77.933,97.2264,84.95,115.61,118.3,37.9479,14.16,155.1912,906.83,130.6643,48.7885,208.9521,175.2,274.24,1767.38,86.03,31.1,124.77,59.15,102.8,331.52,36.5063,157.225,31.6045,45.9693,122.0927,49.39,57.0687,82.7518,77.67,89.28,34.0128,122.6125,48.8911,141.73,57.69,30.7175,31.2556,63.5684,834.57,852.57,93.0308,84.41,155.12,169.92,141.55,34.444,113.813,254.1131,90.3215,31.44,84.4866,91.576,35.0,34.2,125.0873,49.76,90.2382,70.9599,41.8329,215.571,46.02,63.3131,28.59,41.9525,38.7,145.5,39.676,268.2213,100.1326,104.4414,255.51,54.4048,64.4314,105.3996,42.72,52.3443,382.92,62.528,55.9201,5.044,71.98,96.5044,29.647,63.68,303.7,57.85,76.5249,69.76,281.57,79.95,87.3,112.29,78.8751,82.29,78.8333,126.8746,112.5447,42.0916,54.9664
17,40.5444,139.6505,129.89,76.7819,97.6864,83.54,114.8,116.21,37.3446,14.17,153.1895,909.28,128.981,48.9477,207.2058,172.92,270.44,1761.77,86.12,30.85,124.18,59.06,102.87,331.99,36.0716,156.99,31.2166,45.8235,121.0462,48.99,56.9216,82.414,77.05,88.4,33.6841,122.5634,48.8439,141.85,57.785,30.3435,30.8913,63.0844,831.41,848.91,91.8044,84.095,154.72,167.48,138.43,34.387,114.3231,254.2664,90.7144,31.53,84.6718,90.883,35.13,34.46,124.0003,49.43,89.7405,70.5444,42.3623,214.9321,45.93,63.1493,28.26,41.8018,38.82,143.62,39.5793,271.5312,99.3874,104.1928,255.17,54.6297,64.5571,105.268,42.89,52.1504,377.36,61.4181,55.8242,5.0342,71.45,96.0575,29.5494,63.5,295.0,57.86,76.0312,70.06,281.65,79.45,87.67,114.11,77.6036,82.4,78.5578,126.5047,112.4869,42.3847,54.5045
18,40.9468,139.3014,130.15,77.0505,97.5139,84.07,115.19,115.49,37.5392,13.27,153.1989,898.28,128.9318,49.1068,207.5588,173.38,270.94,1773.52,86.89,31.17,124.3,59.49,102.6,336.8,36.8348,159.829,31.2923,46.3775,120.4986,49.13,57.0,82.5134,78.05,88.56,34.0328,123.25,48.126,141.17,57.83,30.0679,30.6354,63.0939,827.88,845.095,91.6808,84.45,154.56,170.44,135.5,34.2066,115.8971,254.2564,90.6063,32.23,84.2365,91.3007,35.33,34.55,125.0582,50.78,89.5551,71.0275,42.4586,217.3681,45.75,63.3131,28.62,41.9148,38.96,143.74,39.7244,271.0892,100.1127,103.7951,254.37,54.4891,64.9536,104.9294,42.9,52.2058,379.48,62.3217,55.5365,5.0539,71.34,96.5723,29.8227,63.24,298.7,58.05,76.0502,70.22,284.96,79.5,87.26,114.26,78.072,82.97,79.8782,126.2418,113.6148,42.1672,54.2063
19,41.0351,138.9911,130.22,76.7531,97.9356,84.79,114.74,115.62,37.8798,13.52,154.2659,894.88,129.1287,49.3556,208.2746,172.44,268.73,1769.56,87.95,31.18,125.58,59.6,103.16,330.65,36.7333,160.393,31.1788,46.1054,119.8629,50.09,57.2844,82.6028,77.61,88.73,33.7837,124.0542,47.4459,140.78,57.91,30.0581,30.5862,63.1888,824.67,842.1,91.0343,83.775,155.48,172.39,140.11,34.2066,116.5366,255.7064,89.4572,32.01,84.0049,91.652,35.33,34.63,125.4852,50.63,89.0086,71.5492,42.526,218.7459,45.85,63.2649,28.52,42.4141,39.6,143.11,39.4825,272.2777,99.6855,103.9443,253.19,54.5266,64.9536,104.9577,43.04,52.0118,380.55,61.9681,55.6324,5.0834,71.46,98.9036,30.0666,63.58,302.54,58.47,76.4584,70.88,284.5,79.29,87.26,115.88,78.7126,82.52,80.9041,125.0638,112.6315,41.9875,54.341
20,41.5357,138.8263,130.16,76.1008,97.8876,85.66,114.73,117.41,37.8116,13.1,153.7088,907.04,127.8785,48.7885,208.0551,174.22,269.3,1775.97,88.23,31.35,125.92,59.24,103.3,331.37,36.3904,160.9571,31.2261,46.3484,119.9607,49.85,57.8138,82.8909,77.74,88.74,33.9331,125.9862,47.6348,141.04,57.965,30.1171,30.7535,63.0369,824.73,841.7,91.0628,84.46,154.58,171.52,136.88,33.9883,116.694,255.6797,91.559,32.67,84.1809,91.4526,35.01,34.39,125.0,52.26,88.8622,70.9212,42.7377,218.706,45.82,63.1204,27.64,42.0844,39.25,143.85,39.1051,267.4748,97.1419,103.5665,254.91,54.5735,65.4275,105.3432,43.05,52.1965,373.26,62.3708,55.5653,5.0243,71.34,98.6219,29.9203,63.89,312.39,58.43,76.0786,71.52,286.59,79.47,87.11,114.06,78.8847,81.86,80.5337,124.3823,112.0048,42.1578,53.8695
21,43.1158,137.333,129.95,74.9016,97.8397,85.99,114.95,116.89,37.1694,13.1,154.011,902.36,127.7801,48.8283,207.6066,173.01,268.65,1768.4,88.53,31.48,125.06,59.64,103.36,332.3,35.9653,160.4024,31.1409,45.8915,120.2541,48.9,57.7255,83.1293,77.08,89.68,33.8634,126.6335,47.5498,139.92,58.13,29.9892,30.6649,62.6573,823.35,839.88,91.5477,85.03,154.69,175.01,136.07,33.9313,116.753,254.9431,89.9777,32.3,84.1253,90.6646,34.56,33.97,123.4763,51.7,89.194,70.1966,42.4105,219.4248,45.36,63.0722,27.18,41.7452,38.45,144.35,39.2309,263.222,97.4897,103.3676,254.74,55.0233,65.3115,105.0705,42.69,51.116,367.07,62.7735,55.4982,4.9849,71.44,97.2717,29.6665,63.93,308.71,58.42,75.395,70.71,286.65,79.63,87.91,114.23,79.0472,81.31,81.7401,123.7787,112.053,42.1578,53.8407
22,43.1453,137.4978,129.38,73.7409,97.7055,85.62,114.11,114.57,36.751,12.76,153.9543,896.23,126.9926,48.3905,199.6382,173.61,268.92,1750.01,88.38,31.27,125.15,58.77,104.0,334.57,36.0233,159.97,30.8572,45.1041,119.6868,48.59,57.5099,82.4538,77.14,89.95,34.1423,126.7904,43.7243,139.58,57.895,29.6644,30.1727,62.8471,824.32,841.46,91.7093,84.365,154.2,172.95,138.27,33.8269,115.9168,254.7531,88.5536,32.71,85.1442,90.3893,34.57,34.05,122.4378,52.08,89.5355,69.7039,42.7281,215.9604,45.4,62.8314,26.69,41.1611,38.04,143.83,38.3696,260.6978,96.6849,103.0893,253.03,54.7702,63.4932,106.8384,42.49,49.306,366.33,62.5967,55.2105,5.0145,70.97,94.7948,29.325,63.92,296.84,57.87,74.5121,69.93,283.78,79.24,87.94,114.86,78.942,83.45,79.9922,122.9414,111.2432,42.4604,53.0132
23,42.5466,136.7706,129.05,73.3956,97.0443,84.91,113.73,118.35,36.5078,12.31,152.5946,884.67,126.3724,48.1717,201.6613,172.61,271.88,1738.77,89.91,31.11,124.45,58.61,103.53,330.0,35.8784,158.7197,30.668,45.1236,119.0022,48.29,57.2059,82.414,76.46,89.02,34.2021,125.6626,43.0159,139.39,57.595,29.3888,29.9561,63.1223,823.56,840.18,90.7966,83.925,153.6,173.68,140.84,33.4661,115.9758,254.9297,87.5517,32.47,84.7459,90.5032,34.26,33.68,121.4771,51.22,89.3404,69.7909,42.3912,215.1118,44.9,62.5617,26.74,41.2365,37.67,142.92,38.2148,260.9434,94.8766,102.6319,251.99,54.2455,62.5067,105.9639,42.55,48.7519,370.37,62.0762,55.1434,5.0243,70.93,94.6782,29.3152,64.04,304.0,57.53,73.9044,69.07,282.68,79.11,87.68,113.8,78.856,83.6,79.3178,123.1946,109.3922,42.3847,53.5713
24,43.4103,137.5269,129.99,73.2804,97.6193,85.99,115.18,118.83,36.9943,12.79,153.0667,901.99,128.1344,48.5497,204.0948,173.31,274.05,1770.61,90.7,31.38,125.07,58.78,103.1,330.36,35.9364,159.5282,30.8477,45.9109,120.2736,48.61,57.5491,82.8909,76.83,89.21,34.3117,127.83,43.2614,141.42,58.225,29.6841,30.2514,63.3027,837.17,855.13,91.1103,84.435,155.28,174.42,126.07,33.6845,116.7136,256.0931,87.5223,32.72,84.82,90.6646,34.33,33.74,123.5733,52.0,89.7307,70.5444,42.4875,220.1237,45.01,63.0722,27.13,41.5568,37.55,147.25,38.5051,261.4738,98.5925,102.5723,253.95,54.4048,63.1934,106.5657,43.1,48.8442,373.45,62.1547,55.69,4.9751,71.13,95.9313,29.5202,64.94,301.44,58.55,74.7399,70.77,283.17,80.07,88.84,114.81,79.4774,83.76,79.9447,125.2293,110.5202,42.6306,53.7926
25,42.9981,136.916,129.81,74.2589,97.6864,86.41,116.32,118.22,37.0235,12.95,152.2547,903.78,128.6069,48.9178,203.36,174.47,271.16,1763.31,90.95,32.16,123.01,58.31,102.47,328.18,36.3131,159.9324,30.9045,45.3277,119.677,48.98,56.7353,82.573,77.43,89.2,33.8933,127.9575,41.8068,140.96,58.175,29.5758,30.1825,62.6953,836.82,853.99,90.9772,83.85,155.68,175.29,125.9,33.955,117.4121,253.1131,87.3553,32.84,85.6721,89.8102,34.12,33.5,123.6704,51.93,89.799,71.6168,43.065,217.478,45.31,62.9856,27.14,41.8489,37.03,143.36,38.447,259.4898,98.6522,102.7115,256.06,54.5547,62.0909,107.4685,43.09,48.641,366.06,62.2824,55.9488,4.9849,71.76,96.1935,29.6665,64.61,300.25,59.39,75.5849,67.75,282.86,80.63,88.42,114.65,79.1811,83.58,78.7193,124.7231,111.7253,42.6495,54.3506
26,43.5771,136.4118,130.22,73.856,97.8205,87.93,117.55,120.49,38.1911,12.84,152.2642,899.2,124.9057,49.0969,203.8657,177.81,271.94,1763.2,90.17,32.45,122.92,58.67,102.82,333.61,36.2551,159.8666,30.8855,45.6193,119.9509,47.15,56.8334,82.6823,78.02,89.65,33.7289,128.4283,42.9308,142.27,58.275,29.3396,29.9167,62.9041,838.21,856.51,90.8061,83.99,157.08,178.03,124.54,34.0927,117.0383,269.2331,87.3356,33.36,85.0701,92.6488,34.57,33.91,132.1525,52.2,89.2818,72.322,42.9495,218.4763,45.1,62.6484,27.26,42.009,36.96,139.76,38.4664,258.1933,99.0397,103.6261,258.87,54.4235,62.439,106.8478,43.3,48.5856,370.96,62.5967,56.6105,4.9948,72.23,96.3975,29.6763,65.13,305.52,60.45,75.3571,69.29,279.46,80.77,88.82,114.63,79.8407,84.35,78.6528,124.8594,110.8094,42.3658,54.5815
27,44.3819,138.1184,131.42,75.458,98.7502,88.41,118.87,118.72,38.8139,13.11,153.0007,902.06,128.0163,49.6938,208.2364,178.64,272.46,1760.8,90.23,32.77,123.27,59.35,102.64,335.59,36.7092,159.9512,31.0558,48.1759,120.391,47.02,56.6471,83.1194,79.57,91.21,32.4088,129.3894,42.9497,143.8,58.895,30.0679,30.5862,63.1129,841.65,860.08,91.2815,84.7,159.52,177.16,123.11,34.349,116.3496,271.4831,88.1705,33.97,85.246,93.5222,34.67,33.98,135.2484,53.61,90.5309,73.0659,43.296,223.0489,45.74,63.0915,27.96,42.8192,37.08,141.18,39.0083,261.3952,100.6095,103.825,263.0,54.9577,63.7157,106.8196,43.69,48.6318,376.4,63.5102,57.6077,4.9948,72.56,98.719,29.7641,64.81,302.51,62.03,76.6768,69.8,278.73,81.37,88.71,117.26,80.4431,85.71,80.1822,126.4268,111.9759,42.224,55.5244
28,44.3132,137.9536,131.52,74.47,98.4147,88.58,118.44,116.82,38.7166,13.0,151.4616,898.53,127.9966,49.6142,207.7115,178.08,272.94,1752.01,88.47,32.88,122.26,58.97,103.41,338.48,36.8637,160.534,31.0463,49.3521,120.4301,47.16,56.7157,82.5432,78.81,91.94,32.0601,129.4385,43.2048,143.68,59.2,29.7431,30.2219,62.5719,843.19,858.95,91.3005,84.055,159.12,175.29,123.01,34.4819,116.4382,271.1431,89.3295,34.35,84.8385,93.3893,34.53,33.74,135.8501,53.08,90.2382,71.9066,43.2575,223.4583,45.39,63.9584,27.32,42.3199,36.83,142.87,38.2148,264.1747,101.0268,103.7554,265.36,55.4168,63.5996,106.6692,43.81,48.484,370.12,63.7459,58.1158,4.9948,72.6,98.6899,29.9593,64.7,305.6,62.29,75.7748,69.56,279.5,81.65,88.45,116.7,80.3379,85.0,78.9473,124.6646,111.7349,42.3942,55.5052
29,45.5793,139.282,132.89,75.9952,99.8044,90.14,120.34,119.54,39.349,13.13,154.0393,907.41,131.373,50.619,211.1279,180.03,276.86,1798.62,93.52,33.48,123.15,59.29,104.38,340.36,36.7188,162.0005,31.4815,48.73,122.6893,47.55,57.7353,83.8147,79.79,92.81,31.9306,131.5569,43.1952,145.47,59.72,29.2806,29.8774,62.8756,862.76,878.93,96.6912,84.9,161.87,180.2,123.91,34.8902,116.8317,274.0597,90.7144,34.57,85.7276,95.7247,34.78,33.96,138.3055,52.75,91.2628,73.3751,43.6907,225.5349,45.47,65.0469,26.57,42.1598,37.47,143.83,38.6503,269.2526,102.2886,104.163,269.28,55.6792,65.5049,107.5061,44.27,48.7703,371.93,63.9031,58.5953,5.0539,73.85,100.9337,30.2228,65.93,308.03,62.55,76.9806,71.0,278.21,82.66,88.5,117.66,80.5769,86.88,81.4741,126.641,111.4167,42.5739,58.3531
30,45.7462,140.145,133.49,76.1199,100.6381,90.32,118.78,120.55,39.6896,13.49,155.5123,907.62,132.1408,51.0966,212.9983,186.99,286.89,1799.09,94.19,31.93,125.52,59.45,105.36,344.5,37.1825,162.3296,31.6139,49.5173,122.3568,49.1,57.9314,83.4969,80.69,92.99,32.6878,132.822,43.4901,146.49,59.81,29.4183,30.1333,63.7013,872.3,888.84,96.5676,85.11,162.43,181.5,124.39,35.0041,117.1465,275.7464,90.4885,34.96,85.4776,96.5602,35.77,34.99,141.4596,52.46,92.2875,74.1286,43.8062,230.2573,45.37,65.4225,26.99,42.5083,36.85,152.16,38.6793,273.0045,104.0671,104.6005,263.96,55.801,63.5996,107.3557,44.71,48.9458,372.32,63.5986,58.4514,5.1278,73.34,101.0212,30.496,67.35,313.79,62.63,78.1959,70.97,277.99,82.97,89.28,117.27,82.1449,86.87,82.5285,128.3058,113.9715,42.5644,58.3915
31,45.5401,139.3208,132.79,74.8057,100.4944,90.23,119.74,120.73,39.6117,13.41,155.4273,909.29,130.3886,51.0966,211.5478,186.67,279.98,1804.12,96.07,31.75,125.2,59.53,104.22,345.4,37.4723,166.2026,31.595,49.3715,121.4961,49.64,58.255,83.5664,81.73,93.5,32.887,133.1359,43.5757,146.56,59.995,29.5758,30.2613,64.7452,871.73,889.14,96.0637,86.59,162.82,184.58,123.08,35.0611,113.9296,278.0064,89.1429,34.94,84.2087,95.6963,35.94,35.08,141.217,52.72,93.9757,73.5683,43.4308,227.9111,45.11,65.3358,26.79,42.1315,37.44,150.17,38.3503,260.6684,103.3518,104.8589,265.07,55.9416,63.1934,106.5751,44.41,48.9827,371.39,63.8933,59.0268,5.0342,73.25,100.0207,30.496,67.58,310.17,62.78,77.0091,71.33,279.69,83.18,88.84,116.34,82.1449,86.62,80.3722,129.0262,120.691,42.4036,57.718
32,43.1649,139.4274,133.38,74.681,100.7819,90.63,120.09,126.91,40.215,13.62,153.6427,918.38,130.871,51.6438,212.8933,187.86,276.57,1835.87,96.26,32.04,123.97,60.06,104.39,348.8,38.2452,166.8136,31.9261,49.8187,121.2125,50.24,58.5295,80.904,83.13,94.24,32.9369,133.5772,43.1667,147.7,59.945,29.4577,30.0841,65.0869,874.25,891.44,96.1115,87.0875,162.76,183.74,124.17,35.5358,123.5705,278.8531,89.4277,35.3,84.1253,98.345,35.85,34.97,142.663,52.77,93.4292,74.148,43.3153,229.838,45.29,65.7597,27.63,42.4707,37.72,153.08,38.4761,260.9532,104.9614,104.8391,257.19,56.0727,64.2283,105.9263,47.15,49.1397,366.62,64.3746,58.7775,4.9455,73.66,101.2154,30.7205,67.74,308.63,63.15,77.1906,70.7,281.68,83.15,88.53,117.42,82.1162,86.83,81.4171,129.5325,120.0258,42.6779,61.961
33,41.8301,139.2917,133.74,73.0982,100.1398,90.07,134.62,127.78,39.5144,13.3,154.2092,924.99,130.882,51.982,210.7176,180.23,271.21,1846.82,95.84,32.57,124.05,64.75,104.01,345.16,37.8588,166.8794,32.2288,49.4201,119.7748,50.51,59.0491,80.4073,82.77,94.82,33.2855,131.1449,42.5009,150.25,59.57,29.3888,30.0644,65.0584,905.96,924.52,94.7633,86.9,167.73,184.86,124.28,34.3205,123.177,278.6231,88.0625,35.07,83.7178,93.2469,35.42,34.61,140.5764,52.0,92.1411,73.0176,43.3441,228.5401,45.38,65.9427,27.67,41.5945,37.35,152.2,38.5632,260.6586,103.63,105.1373,248.15,55.548,64.5377,106.5281,47.72,49.6292,388.49,63.8442,57.5885,4.8766,73.7,96.8832,30.8669,67.27,314.07,62.85,75.6429,70.21,281.44,82.81,88.92,118.3,82.7376,87.4,84.6088,129.1138,118.5894,42.6022,60.7199
34,41.3001,142.1328,135.11,73.1174,99.6414,91.98,133.68,131.59,40.575,13.62,153.5294,948.23,131.8845,52.4297,211.2042,180.06,271.03,1869.92,97.61,32.71,124.06,65.27,103.81,344.14,37.8588,167.1991,32.1342,50.0811,118.9044,52.08,59.1667,81.212,80.75,94.79,33.1859,133.9695,42.3582,152.46,59.545,29.2215,29.9167,64.6408,912.57,932.82,94.4478,86.8,163.73,186.81,124.0,34.4725,123.4819,279.8564,87.0312,35.34,82.8657,94.1488,35.69,34.8,144.8175,51.59,93.2731,73.578,42.4105,234.7101,44.56,66.8577,28.29,42.1221,37.4,155.35,38.8632,264.9998,105.9549,105.3461,241.7,55.4355,64.0058,105.5877,47.54,49.4999,396.17,62.9405,57.7035,4.8864,73.94,96.9512,31.345,68.31,322.83,63.98,75.748,70.27,283.22,82.77,89.74,120.62,82.6611,88.65,83.3074,129.7077,121.3948,42.3658,60.9604
35,43.0569,143.0346,135.0,72.4363,99.6798,93.45,134.12,133.41,40.5848,10.32,154.3698,946.94,133.9989,52.758,215.1455,178.64,271.34,1880.52,95.93,32.79,123.82,65.28,104.44,337.69,38.0037,167.8853,32.3896,50.052,119.1294,52.38,59.304,80.755,81.7,94.25,33.3852,136.3135,42.8813,152.78,59.32,29.379,29.9561,65.0964,916.44,937.09,95.2988,87.71,163.73,186.71,123.71,35.0991,123.8656,281.5897,88.0526,35.45,82.4304,94.6709,35.55,34.76,144.9146,52.46,94.7564,73.1239,42.1024,234.3806,44.68,66.7518,27.77,42.4707,38.17,156.45,38.8341,260.855,102.8152,105.1473,245.82,55.5199,65.824,105.5971,49.05,49.2136,402.04,63.5691,58.0104,4.7682,73.75,97.7865,31.1401,66.94,318.89,64.09,75.7098,73.94,288.59,82.18,90.84,118.47,82.0397,89.35,82.9179,130.175,120.7971,42.3753,60.3158
36,43.106,142.5982,134.85,72.5226,93.4504,93.35,131.97,130.43,40.4291,10.39,154.6719,941.03,133.1849,52.569,214.6206,177.4,271.36,1876.79,95.95,32.76,123.43,64.28,104.38,324.49,37.2308,169.0416,32.3991,50.0811,118.2198,52.31,59.3726,86.4771,81.92,94.11,33.1361,136.4508,43.0431,151.8,59.23,27.9026,28.4303,63.7867,927.04,948.45,94.7347,87.845,160.28,187.72,123.21,35.3693,123.5606,281.7764,87.905,35.15,82.5601,94.4146,34.42,33.82,145.6521,52.21,94.6491,72.6988,43.3441,234.5903,44.93,66.5399,28.0,42.2917,37.19,155.59,38.747,263.5854,103.5803,105.1771,246.94,54.2549,65.147,105.1269,49.02,50.3218,407.03,63.9817,58.0967,4.778,73.82,98.5248,31.1499,65.35,311.02,63.99,76.2066,74.21,290.36,76.75,90.5,119.05,82.0206,89.27,84.7513,130.4671,121.3273,42.2807,60.2388
37,43.0962,142.0843,134.61,72.5802,94.9742,93.25,141.89,130.15,40.4972,10.1,155.1251,937.53,134.0684,52.8276,213.1892,176.71,268.6,1910.41,97.78,32.76,124.46,64.12,106.25,322.6,36.9893,171.5139,32.3329,50.2755,119.2565,52.2,59.5589,85.9804,81.96,94.76,33.3852,138.3828,43.3094,150.85,60.125,28.0503,28.5878,64.6124,931.66,954.72,95.0119,89.04,160.46,188.85,125.0,35.2449,123.9049,282.4064,87.196,35.4,83.0788,95.7058,33.83,33.22,146.1665,51.74,94.5417,72.467,43.3634,236.1278,45.93,66.2798,27.79,42.7533,38.01,157.25,38.4858,260.6095,103.1829,106.1614,250.82,54.9858,64.7022,106.2272,48.91,50.7097,434.31,63.4218,58.3268,4.7633,74.0,98.0294,31.4426,65.48,295.46,63.66,75.7576,74.91,292.21,78.01,90.56,116.39,82.2691,90.65,84.7038,138.5769,119.8523,42.4793,60.5563
38,43.6851,144.4406,134.84,72.7049,95.1563,93.24,138.03,128.82,40.7015,10.19,154.6719,934.15,134.8427,53.5539,216.0998,178.03,262.15,1903.65,94.23,33.04,122.41,64.89,106.0,334.78,37.6849,169.3988,32.5315,51.0338,120.2834,52.68,61.9804,86.9043,82.0,95.74,33.3752,137.6767,43.4521,150.24,60.0,28.129,28.6862,64.3466,927.13,950.28,95.8055,89.175,162.47,187.14,122.41,35.2162,124.0919,283.5131,87.3732,35.78,83.0139,95.8292,34.27,33.58,145.8753,51.95,94.7076,72.6215,43.1516,274.7153,47.45,66.4628,28.2,42.8758,37.9,156.6,38.8632,259.7844,103.1928,105.9625,252.7,55.1638,64.8376,106.4717,49.3,50.7282,429.0,63.5495,58.4419,4.8174,74.28,98.5539,31.5207,66.49,308.35,65.42,76.0728,75.3,295.47,79.76,89.6,114.84,82.1162,91.86,86.1761,140.3877,117.7506,42.6022,60.9893
